track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Year
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,70,"King's Dead (with Kendrick Lamar, Future & James Blake)",71,0.645,0.705,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,2020
Take It Off,Kesha,76,Animal (Expanded Edition),69,0.729,0.675,-5.292,5,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,2020
3 Musketeers,NextYoungin,47,3 Musketeers,65,0.91,0.617,-10.234,0,0.0847,0.258,0.0,0.122,0.572,104.972,2020
Heal Me,Lady Gaga,84,A Star Is Born Soundtrack,56,0.606,0.544,-8.36,9,0.0593,0.0481,0.0,0.0916,0.456,86.013,2020
Queen of Disaster,Scarlett Rose,40,Queen of Disaster,49,0.688,0.316,-15.548,9,0.0357,0.631,0.0,0.387,0.688,128.084,2020
Leave Em Alone,Quality Control,65,Leave Em Alone,59,0.517,0.747,-4.74,6,0.296,0.0189,7.35e-06,0.0821,0.506,102.033,2020
Hurts So Good,Astrid S,66,Astrid S,68,0.675,0.609,-5.027,7,0.0586,0.084,0.0,0.0957,0.378,120.039,2020
Confident,Justin Bieber,90,Journals,65,0.738,0.563,-5.467,5,0.11,0.113,0.0,0.191,0.876,134.132,2020
I'd Rather Sleep,Kero Kero Bonito,57,Intro Bonito,68,0.765,0.579,-7.051,10,0.0496,0.0107,0.362,0.15,0.855,142.065,2020
Coffee Breath,Sofia Mills,53,Coffee Breath,70,0.866,0.211,-12.676,11,0.0404,0.974,0.0,0.0987,0.198,101.295,2020
Ready or Not,Bridgit Mendler,62,Hello My Name Is...,73,0.715,0.872,-3.835,2,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,2020
Toosie Slide,Drake,95,Toosie Slide,73,0.834,0.454,-9.75,1,0.201,0.321,6.15e-06,0.114,0.837,81.618,2020
Roses - Imanbek Remix,SAINt JHN,70,Roses (Imanbek Remix),81,0.77,0.724,-5.484,8,0.0495,0.0167,0.0107,0.353,0.898,121.975,2020
No Idea,Don Toliver,78,Heaven Or Hell,79,0.652,0.631,-5.718,6,0.0893,0.524,0.000579,0.165,0.35,127.998,2020
Go Crazy,Chris Brown,86,Slime & B,77,0.755,0.578,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,2020
No Guidance (feat. Drake),Chris Brown,86,Indigo,79,0.696,0.454,-6.756,1,0.153,0.123,0.0,0.155,0.136,92.928,2020
Please Mr. Postman - Single Version / Mono,The Marvelettes,49,Please Mr. Postman,64,0.785,0.776,-5.259,2,0.0312,0.729,0.0,0.181,0.967,121.505,2020
Get Up (feat. Chamillionaire),Ciara,68,The Evolution,47,0.964,0.595,-6.887,1,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,2020
Lay All Your Love On Me,ABBA,80,ABBA Gold,72,0.695,0.701,-6.435,0,0.0281,0.0187,0.0464,0.251,0.58,133.0,2020
Vibe (If I Back It Up),Cookiee Kawaii,53,Vibe (If I Back It Up),53,0.754,0.568,-8.719,10,0.344,0.0635,0.00932,0.118,0.175,159.947,2020
Something New (feat. Ty Dolla $ign),Wiz Khalifa,82,Rolling Papers 2,59,0.814,0.635,-6.609,7,0.0809,0.0935,0.0,0.0892,0.784,87.581,2020
Magic In The Hamptons (feat. Lil Yachty),Social House,64,Magic In The Hamptons (feat. Lil Yachty),75,0.769,0.479,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,2020
Watermelon Sugar,Harry Styles,91,Watermelon Sugar,27,0.548,0.816,-4.209,0,0.0465,0.122,0.0,0.335,0.557,95.39,2020
Paradise,Coldplay,87,Mylo Xyloto,82,0.449,0.585,-6.761,5,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,2020
Cyber Sex,Doja Cat,88,Hot Pink,71,0.917,0.657,-5.716,8,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,2020
We Know,Lin-Manuel Miranda,71,Hamilton (Original Broadway Cast Recording),60,0.718,0.484,-10.376,11,0.523,0.312,0.0,0.127,0.692,113.855,2020
All The Stars (with SZA),Kendrick Lamar,88,Black Panther The Album Music From And Inspired By,82,0.698,0.633,-4.946,8,0.0597,0.0605,0.000194,0.0926,0.552,96.924,2020
Because Of You,Ne-Yo,77,Because Of You,74,0.81,0.538,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,2020
Chanel,Frank Ocean,82,Chanel,78,0.776,0.503,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,2020
Round of Applause,K'ron,28,Round of Applause,44,0.42,0.656,-6.776,11,0.0678,0.494,0.0,0.36,0.448,110.457,2020
Daisy,Ashnikko,69,DEMIDEVIL,71,0.834,0.663,-6.143,8,0.133,0.235,0.0,0.372,0.774,121.876,2020
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,75,Greatest,63,0.632,0.683,-6.434,7,0.0383,0.163,0.00013,0.847,0.701,105.955,2020
Won't Bite (feat. Smino),Doja Cat,88,Hot Pink,68,0.807,0.783,-3.115,5,0.0964,0.351,0.0,0.14,0.592,127.996,2020
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,64,Heads Will Roll,61,0.744,0.614,-3.908,1,0.0838,0.00685,0.334,0.0708,0.774,131.994,2020
Just Can’t Get Enough,Black Eyed Peas,80,The Beginning,76,0.659,0.628,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,2020
Drugs,UPSAHL,61,Drugs,68,0.883,0.415,-8.571,6,0.174,0.35,0.0,0.063,0.318,76.986,2020
SUGAR,BROCKHAMPTON,68,GINGER,73,0.453,0.538,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,2020
Y U Gotta B Like That,Audrey Mika,56,Y U Gotta B Like That,58,0.732,0.413,-6.353,9,0.0702,0.287,0.0,0.0565,0.761,92.066,2020
Take Your Man,Mahogany Lox,37,Take Your Man,54,0.934,0.658,-8.052,0,0.108,0.411,0.000738,0.0809,0.344,110.015,2020
Save Your Tears,The Weeknd,93,After Hours,88,0.68,0.826,-5.487,0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,2020
Love Songs,Kaash Paige,61,R&B Smooth Vibes,1,0.64,0.355,-10.599,5,0.0906,0.83,0.000938,0.11,0.451,120.063,2020
GOOBA,6ix9ine,71,GOOBA,7,0.611,0.688,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,2020
Bored In The House,Tyga,79,Bored In The House,53,0.928,0.372,-10.393,1,0.321,0.0202,9.6e-06,0.0948,0.732,112.458,2020
Bound 2,Kanye West,90,Yeezus,83,0.367,0.665,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,2020
Still into You,Paramore,75,Paramore,79,0.602,0.923,-3.763,5,0.044,0.0098,0.0,0.0561,0.765,136.01,2020
Don't Wanna Fall In Love,KYLE,66,Smyle (Extended),0,0.487,0.617,-6.9,0,0.275,0.0151,0.0,0.356,0.604,132.088,2020
prom dress,mxmtoon,67,the masquerade,73,0.56,0.674,-6.048,10,0.0446,0.698,0.0,0.123,0.421,119.942,2020
fast,Sueco,65,fast,0,0.877,0.503,-10.269,7,0.22,0.164,0.0132,0.102,0.529,100.069,2020
High Fashion (feat. Mustard),Roddy Ricch,80,Please Excuse Me for Being Antisocial,73,0.831,0.499,-8.442,11,0.114,0.269,0.0,0.3,0.511,97.956,2020
Knock at the Door,Playsongs People,25,Playsongs Rhyme Time,12,0.604,0.151,-23.928,7,0.883,0.821,4.98e-05,0.0867,0.216,209.082,2020
Be My Baby,The Ronettes,56,Presenting the Fabulous Ronettes Featuring Veronica,65,0.512,0.771,-7.006,4,0.0402,0.168,0.0,0.0895,0.803,129.639,2020
Something For Your M.I.N.D.,Superorganism,52,Superorganism,58,0.698,0.542,-4.317,2,0.131,0.132,0.00117,0.199,0.664,140.096,2020
Mary Jane (All Night Long),Mary J. Blige,70,My Life,61,0.784,0.298,-9.56,5,0.0542,0.125,3.19e-05,0.0678,0.846,87.172,2020
Electric Feel,MGMT,74,Oracular Spectacular,77,0.763,0.803,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,2020
Savage Remix (feat. Beyoncé),Megan Thee Stallion,82,Savage Remix (feat. Beyoncé),67,0.822,0.743,-4.772,10,0.28,0.016,0.0,0.127,0.636,84.459,2020
Dancing in My Room,347aidan,70,Dancing in My Room,75,0.98,0.413,-11.052,8,0.101,0.671,7.95e-05,0.17,0.764,119.993,2020
20 Min,Lil Uzi Vert,85,Luv Is Rage 2 (Deluxe),83,0.773,0.75,-4.009,8,0.117,0.109,0.0,0.174,0.783,123.426,2020
Throw That Back Like a Cadillac,El Memer,1,Throw That Back Like a Cadillac,0,0.894,0.627,-9.408,7,0.639,0.0758,0.0,0.108,0.383,139.91,2020
Gangsta,Kehlani,76,SweetSexySavage (Deluxe),56,0.465,0.446,-8.336,10,0.0433,0.102,0.0,0.321,0.131,121.801,2020
Monster,Lady Gaga,84,The Fame Monster (Deluxe Edition),61,0.694,0.801,-4.503,9,0.0441,0.00124,0.0,0.479,0.646,119.969,2020
My Ordinary Life,The Living Tombstone,69,My Ordinary Life,79,0.648,0.827,-4.78,9,0.042,0.00533,0.338,0.217,0.598,176.005,2020
Walked In,Ultradiox,29,Walked In,41,0.891,0.538,-6.724,2,0.394,0.123,0.0,0.0848,0.643,80.032,2020
Lemonade,Internet Money,72,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,0.799,0.66,-6.153,1,0.079,0.256,0.0,0.111,0.471,140.04,2020
F2020,Avenue Beat,47,F2020,0,0.702,0.597,-7.067,2,0.207,0.587,3.62e-06,0.112,0.383,85.016,2020
Desperado,Rihanna,87,ANTI (Deluxe),72,0.685,0.61,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,2020
Tap In,Saweetie,73,Tap In,67,0.954,0.696,-7.117,10,0.204,0.00576,0.000498,0.0754,0.432,100.036,2020
Good Form (feat. Lil Wayne) - Remix,Nicki Minaj,85,Queen (Deluxe),64,0.898,0.733,-4.75,7,0.178,0.0533,0.000115,0.102,0.295,96.51,2020
Island In The Sun,Weezer,73,Weezer (Green Album),78,0.654,0.81,-6.26,4,0.0288,0.00719,0.00251,0.165,0.661,114.623,2020
Deep End Freestyle,Sleepy Hallow,77,Deep End Freestyle,64,0.876,0.479,-6.687,4,0.44,0.703,0.0,0.102,0.776,133.858,2020
Ramalama (Bang Bang),Róisín Murphy,52,Ruby Blue,52,0.822,0.655,-8.316,9,0.0363,0.205,0.000535,0.1,0.518,106.977,2020
Outside (feat. Ellie Goulding),Calvin Harris,86,Motion,78,0.646,0.823,-4.123,2,0.0394,0.213,0.0,0.322,0.418,128.035,2020
Only The Young - Featured in Miss Americana,Taylor Swift,93,Only The Young (Featured in Miss Americana),64,0.56,0.78,-4.895,5,0.0517,0.00244,0.0,0.0714,0.602,93.516,2020
Wet (She Got That…),YFN Lucci,58,Wet (She Got That…),56,0.695,0.642,-6.13,1,0.194,0.238,0.0,0.359,0.316,128.022,2020
Walk Man,Tiny Meat Gang,52,Walk Man,59,0.928,0.696,-4.972,4,0.0866,0.331,0.000119,0.121,0.396,94.994,2020
Marlboro Nights,Lonely God,59,Marlboro Nights,0,0.497,0.825,-6.772,2,0.278,0.00166,0.000284,0.361,0.812,87.943,2020
Aesthetic,Xilo,39,Aesthetic,2,0.714,0.594,-10.63,0,0.43,0.965,0.255,0.129,0.45,169.837,2020
Paris,Else,49,Paris,63,0.792,0.583,-8.305,8,0.027,0.023,0.582,0.0809,0.54,102.979,2020
Do It,Chloe x Halle,60,Ungodly Hour,67,0.725,0.668,-7.286,5,0.055,0.0932,2.33e-06,0.112,0.566,82.966,2020
Hello?,Clairo,75,diary 001,68,0.839,0.473,-7.835,10,0.0607,0.641,0.000459,0.0939,0.0644,98.732,2020
Yellow Hearts (feat. Audrey Mika),Ant Saunders,52,Yellow Hearts (feat. Audrey Mika),55,0.816,0.401,-8.041,7,0.22,0.464,0.0,0.0657,0.678,129.041,2020
Love Story (Taylor’s Version),Taylor Swift,93,Love Story (Taylor’s Version),73,0.626,0.79,-4.302,2,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,2020
Another Day Of Sun,La La Land Cast,46,La La Land (Original Motion Picture Soundtrack),64,0.588,0.742,-6.757,8,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,2020
iSpy (feat. Lil Yachty),KYLE,66,iSpy (feat. Lil Yachty),72,0.746,0.653,-6.745,7,0.289,0.378,0.0,0.229,0.672,75.016,2020
Vibin',Kesh Kesh,26,Vibin',41,0.686,0.805,-6.816,11,0.154,0.00478,1.09e-06,0.0887,0.289,130.981,2020
Hungry Hippo,Tierra Whack,58,Whack World,57,0.893,0.61,-5.691,4,0.0488,0.0227,0.00744,0.102,0.778,136.64,2020
Becky,Championxiii,39,Champion Status,46,0.934,0.439,-9.564,4,0.338,0.00506,0.0,0.092,0.289,140.022,2020
Kraazy,Likybo,43,Million Dollar Mindset,60,0.689,0.701,-9.477,6,0.237,0.314,0.0,0.123,0.37,94.982,2020
Kream (feat. Tyga),Iggy Azalea,69,Survive The Summer,66,0.785,0.425,-6.665,10,0.137,0.0335,4.36e-06,0.108,0.192,174.028,2020
Let Go,Ark Patrol,54,Let Go,70,0.47,0.436,-10.228,0,0.0351,0.67,0.263,0.294,0.0389,81.972,2020
Lost,Frank Ocean,82,channel ORANGE,84,0.913,0.603,-4.892,8,0.226,0.0272,0.000503,0.167,0.497,123.061,2020
Still Don't Know My Name,Labrinth,78,Euphoria (Original Score from the HBO Series),78,0.316,0.63,-5.963,5,0.117,0.471,0.262,0.205,0.313,89.643,2020
Disco Inferno,50 Cent,82,The Massacre,73,0.925,0.659,-4.763,3,0.231,0.206,7.88e-05,0.279,0.71,97.018,2020
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,68,Gangland Landlord,56,0.432,0.612,-8.846,11,0.211,0.00185,0.0,0.308,0.253,88.716,2020
Marry Me,Rasheeda,40,Boss B*tch Music Vol. 3,41,0.769,0.637,-6.4,8,0.0572,0.0476,6.15e-05,0.35,0.361,79.016,2020
TKN (feat. Travis Scott),ROSALÍA,83,TKN (feat. Travis Scott),72,0.776,0.509,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,2020
Do It Again,Pia Mia,61,Do It Again,73,0.712,0.564,-6.527,8,0.047,0.0266,0.0,0.0874,0.411,95.95,2020
223's (feat. 9lokknine),YNW Melly,73,223's (feat. 9lokknine),65,0.932,0.547,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,2020
VALENTINO,24kGoldn,74,DROPPED OUTTA COLLEGE,72,0.746,0.717,-4.841,9,0.179,0.199,0.0,0.132,0.523,150.964,2020
May I,Flo Milli,67,"Ho, why is you here ?",61,0.896,0.78,-3.547,1,0.202,0.0828,0.0,0.0857,0.85,106.032,2020
THICK (feat. Megan Thee Stallion) - Remix,DJ Chose,46,THICK (feat. Megan Thee Stallion) [Remix],52,0.877,0.747,-5.873,4,0.365,0.0288,0.0,0.273,0.679,145.162,2020
Rake It Up (feat. Nicki Minaj),Yo Gotti,69,I Still Am,67,0.91,0.444,-8.126,1,0.344,0.022,0.0,0.137,0.53,149.953,2020
Crisis,Jasiah,62,Crisis,59,0.76,0.794,-4.311,10,0.344,0.263,0.00324,0.0996,0.583,165.99,2020
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,53,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],65,0.824,0.854,-5.312,8,0.177,0.016,4.95e-05,0.117,0.896,95.114,2020
Rags2Riches 2 (feat. Lil Baby),Rod Wave,78,Pray 4 Love (Deluxe),71,0.874,0.443,-9.628,5,0.241,0.147,0.0,0.124,0.298,118.004,2020
Ponteme Despalda,Nfasis,54,Ponteme Despalda,6,0.78,0.766,-7.72,0,0.07,0.0181,0.00172,0.342,0.441,96.011,2020
When She Loved Me,Lyn Lapid,61,When She Loved Me,61,0.604,0.0458,-19.031,4,0.0762,0.973,0.0,0.0963,0.617,76.235,2020
Say It Right,Nelly Furtado,74,Loose,79,0.872,0.872,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,2020
To the Right,Devour,46,Different,38,0.946,0.671,-5.534,0,0.0724,0.204,0.0,0.178,0.731,100.013,2020
Let It Happen,Tame Impala,78,Currents,74,0.602,0.881,-5.875,1,0.0443,0.00462,0.0266,0.111,0.577,125.012,2020
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,72,B4 The Storm,77,0.8,0.658,-6.142,1,0.079,0.25,0.0,0.111,0.462,140.042,2020
Let's Do It Again,J Boog,57,Backyard Boogie,65,0.631,0.696,-5.631,0,0.211,0.578,0.0,0.0784,0.927,173.537,2020
SLOW DANCING IN THE DARK,Joji,85,BALLADS 1,85,0.515,0.479,-7.458,3,0.0261,0.544,0.00598,0.191,0.284,88.964,2020
hate u love u,Olivia O'Brien,69,hate u love u,74,0.407,0.416,-8.915,6,0.174,0.656,0.0,0.0981,0.246,176.947,2020
Laxed – Siren Beat,Jawsh 685,63,Laxed (Siren Beat),54,0.736,0.62,-8.481,0,0.11,0.0577,0.692,0.318,0.959,150.026,2020
Get It Together,Drake,95,More Life,71,0.781,0.721,-9.133,5,0.0514,0.0945,0.391,0.104,0.849,123.011,2020
Pocketful of Sunshine,Natasha Bedingfield,64,Pocketful Of Sunshine,69,0.721,0.88,-3.896,9,0.0454,0.191,0.0,0.0769,0.655,110.021,2020
Always Forever,Cults,68,Static,80,0.174,0.742,-5.93,8,0.0485,0.00181,0.281,0.198,0.36,163.378,2020
Party Party Party (feat. Chris Brown & Dej Loaf),DJ Carisma,30,Party Party Party (feat. Chris Brown & Dej Loaf),47,0.601,0.602,-5.763,7,0.183,0.00376,3.34e-05,0.318,0.564,94.919,2020
Interior Crocodile Alligator,Chip Tha Ripper,45,Interior Crocodile Alligator,45,0.742,0.727,-6.914,1,0.487,0.0136,0.0,0.259,0.774,178.401,2020
One Wish,Ray J,55,Raydiation,63,0.525,0.652,-7.042,5,0.28,0.278,0.0,0.339,0.602,127.673,2020
Baby I'm Yours,Breakbot,57,By Your Side,69,0.829,0.792,-3.755,2,0.0668,0.726,5.83e-06,0.122,0.758,118.05,2020
Cha Cha,Freddie Dredd,72,Cha Cha,69,0.792,0.698,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971,2020
Go Go Go Who's Next?,Hip Hop Harry,21,Go Go Go Who's Next?,35,0.95,0.738,-9.504,10,0.323,0.113,0.000209,0.112,0.568,104.998,2020
No Role Modelz,J. Cole,84,2014 Forest Hills Drive,87,0.69,0.521,-8.492,10,0.339,0.324,0.0,0.0534,0.494,100.028,2020
Addison Rae,The Kid LAROI,83,Addison Rae,59,0.901,0.49,-9.099,5,0.129,0.0155,0.0,0.109,0.397,135.015,2020
WHATS POPPIN,Jack Harlow,84,Sweet Action,77,0.923,0.604,-6.671,11,0.245,0.017,0.0,0.272,0.826,145.062,2020
Cheryl,Yung Gravy,75,Cheryl,62,0.801,0.698,-8.998,0,0.33,0.0477,1.46e-06,0.184,0.502,76.5,2020
Ultralight Beam,Kanye West,90,The Life Of Pablo,70,0.592,0.403,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,2020
Mr. Clean,Yung Gravy,75,Snow Cougar,72,0.758,0.701,-6.053,9,0.162,0.685,6.22e-06,0.114,0.626,106.74,2020
feel something,Bea Miller,68,feel something,71,0.74,0.415,-8.914,0,0.0707,0.242,0.000156,0.319,0.156,136.029,2020
Rodeo,Lil Nas X,81,7 EP,68,0.706,0.679,-5.614,9,0.0324,0.139,6.98e-05,0.465,0.657,140.081,2020
Then Leave (feat. Queendom Come),BeatKing,49,Then Leave (feat. Queendom Come),57,0.912,0.568,-6.107,2,0.476,0.0656,0.000105,0.0521,0.491,140.968,2020
I Wanna Love You,Akon,79,Konvicted (Complete Edition),64,0.863,0.501,-8.753,9,0.0433,0.0164,0.0,0.272,0.357,99.994,2020
Everybody Talks,Neon Trees,66,Picture Show,79,0.471,0.924,-3.906,8,0.0586,0.00301,0.0,0.313,0.725,154.961,2020
Can't Leave 'Em Alone (feat. 50 Cent),Ciara,68,The Evolution,61,0.527,0.696,-6.015,1,0.361,0.209,0.0,0.0516,0.499,100.614,2020
Moment 4 Life,Nicki Minaj,85,Pink Friday (Complete Edition),52,0.68,0.881,-3.883,11,0.237,0.406,0.0,0.242,0.386,97.941,2020
We R Who We R,Kesha,76,Cannibal (Expanded Edition),72,0.736,0.817,-4.9,8,0.0407,0.00987,0.00167,0.117,0.653,119.95,2020
Give Your Heart a Break,Demi Lovato,79,Unbroken,70,0.651,0.695,-3.218,6,0.0487,0.23,0.0,0.144,0.569,123.008,2020
Lucky,Britney Spears,78,Oops!... I Did It Again,66,0.765,0.791,-5.707,8,0.0317,0.262,0.000154,0.0669,0.966,95.026,2020
Buttons,The Pussycat Dolls,68,PCD,65,0.57,0.821,-4.38,2,0.267,0.178,0.0,0.289,0.408,210.857,2020
Get Busy,Sean Paul,79,Dutty Rock,74,0.735,0.824,-4.143,10,0.036,0.615,0.0,0.158,0.726,100.202,2020
ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,11,0.164,0.247,0.0,0.101,0.497,89.977,2020
Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,4,0.0479,0.0843,0.0,0.149,0.744,101.019,2020
Crystal Dolphin,Engelwood,50,Crust FM,60,0.558,0.776,-6.868,9,0.179,0.33,0.000445,0.41,0.247,128.064,2020
STAY (with Justin Bieber),The Kid LAROI,83,STAY (with Justin Bieber),89,0.591,0.764,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,2021
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,0,0.119,0.321,0.0,0.42,0.464,90.03,2021
edamame (feat. Rich Brian),bbno$,72,edamame (feat. Rich Brian),77,0.815,0.848,-4.704,4,0.115,0.023,0.000162,0.0265,0.684,106.032,2021
Here's Your Perfect,Jamie Miller,65,Here's Your Perfect,77,0.558,0.454,-5.335,6,0.0551,0.499,0.0,0.146,0.424,113.12,2021
It's You,Sezairi,57,It's You,73,0.63,0.456,-8.285,8,0.0317,0.545,0.0,0.114,0.166,137.915,2021
Take You Dancing,Jason Derulo,80,Take You Dancing,79,0.789,0.711,-4.248,2,0.041,0.0332,0.0,0.0876,0.753,112.985,2021
It's Only Me - Studio Version,Kaleb J,60,It's Only Me (Studio Version),73,0.602,0.298,-13.333,4,0.0385,0.31,0.0,0.117,0.316,119.889,2021
Reckless,Madison Beer,71,Reckless,78,0.386,0.426,-6.642,3,0.0363,0.807,0.0,0.14,0.261,180.104,2021
deja vu,Olivia Rodrigo,85,SOUR,88,0.442,0.612,-7.222,2,0.112,0.584,5.7e-06,0.37,0.178,180.917,2021
Paradise,Bazzi,72,Soul Searching,75,0.844,0.644,-6.273,11,0.0479,0.0828,0.0,0.113,0.591,122.061,2021
Never (feat. OMI),Marcus & Martinus,54,Moments (Deluxe),39,0.651,0.595,-6.889,8,0.179,0.279,0.0,0.241,0.816,116.92,2021
Need to Know,Doja Cat,88,Planet Her,85,0.664,0.609,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,2021
Into Your Arms (feat. Ava Max),Witt Lowry,62,Into Your Arms (feat. Ava Max),77,0.504,0.788,-4.113,3,0.215,0.0134,0.0,0.363,0.228,170.039,2021
Apollo,Nightcore High,44,Apollo,61,0.483,0.611,-6.33,1,0.0994,0.117,0.0,0.111,0.325,103.308,2021
Dễ Đến Dễ Đi,Quang Hùng MasterD,37,Dễ Đến Dễ Đi,46,0.873,0.444,-7.139,10,0.0441,0.752,0.0393,0.0979,0.406,105.017,2021
Dinero,Trinidad Cardona,63,Dinero,73,0.708,0.782,-4.687,2,0.0674,0.00772,0.0,0.107,0.484,119.997,2021
Tutu,Camilo,80,Tutu,69,0.731,0.832,-2.592,9,0.0503,0.273,0.0,0.0665,0.94,146.013,2021
Know Me Too Well,New Hope Club,56,Know Me Too Well,59,0.75,0.698,-4.371,1,0.0388,0.427,0.0,0.0654,0.834,122.954,2021
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,68,The Papercut Chronicles II,63,0.646,0.795,-3.293,9,0.0976,0.0319,0.0,0.267,0.796,89.99,2021
Beggin',Måneskin,78,Chosen,86,0.714,0.8,-4.808,11,0.0504,0.127,0.0,0.359,0.589,134.002,2021
#BrooklynBloodPop!,SyKo,58,#BrooklynBloodPop!,75,0.691,0.814,-3.788,1,0.117,0.0164,0.0,0.366,0.509,132.012,2021
So Big,Iyaz,63,Replay,52,0.697,0.688,-4.551,6,0.0362,0.29,0.0,0.308,0.666,121.962,2021
double take,dhruv,67,double take,6,0.654,0.434,-11.163,8,0.0665,0.837,0.0,0.216,0.223,109.069,2021
everything sucks,vaultboy,63,everything sucks,76,0.76,0.371,-8.964,6,0.0531,0.00772,0.0,0.0785,0.653,138.023,2021
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Charli XCX,77,Pop 2,63,0.504,0.711,-5.864,9,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,2021
The Business,Tiësto,82,The Business,83,0.798,0.62,-7.079,8,0.232,0.414,0.0192,0.112,0.235,120.031,2021
good 4 u,Olivia Rodrigo,85,good 4 u,27,0.556,0.661,-5.052,6,0.204,0.3,0.0,0.101,0.668,168.56,2021
Caroline,Aminé,69,Good For You,73,0.94,0.335,-10.179,5,0.505,0.17,0.0,0.262,0.707,120.04,2021
Ратата,Konfuz,51,Ратата,59,0.921,0.524,-7.074,8,0.0569,0.172,0.0,0.138,0.895,129.995,2021
Build a Bitch,Bella Poarch,65,Build a Bitch,76,0.855,0.463,-7.454,3,0.0367,0.217,1.77e-05,0.347,0.866,102.931,2021
Cheating on You,Charlie Puth,83,Cheating on You,77,0.749,0.535,-6.785,4,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,2021
Levitating,Dua Lipa,88,Future Nostalgia,83,0.695,0.884,-2.278,6,0.0753,0.0561,0.0,0.213,0.914,103.014,2021
After School,Weeekly,56,We play,72,0.634,0.928,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,2021
Leave The Door Open,Bruno Mars,86,Leave The Door Open,31,0.586,0.616,-7.964,5,0.0324,0.182,0.0,0.0927,0.719,148.088,2021
MONTERO (Call Me By Your Name),Lil Nas X,81,MONTERO (Call Me By Your Name),4,0.61,0.508,-6.682,8,0.152,0.297,0.0,0.384,0.758,178.818,2021
2 Phút Hơn - KAIZ Remix,Pháo,46,2 Phút Hơn (KAIZ Remix),62,0.845,0.733,-4.581,9,0.0566,0.0265,0.0109,0.063,0.28,128.016,2021
晚安晚安 (DJ版),小三金,24,晚安晚安 (DJ版),35,0.624,0.528,-6.659,3,0.07,0.284,0.0,0.0549,0.642,179.8,2021
Astronaut In The Ocean,Masked Wolf,68,Astronaut In The Ocean,79,0.778,0.695,-6.865,4,0.0913,0.175,0.0,0.15,0.472,149.996,2021
Kẻ Cắp Gặp Bà Già - Remix,DJ TikTok,38,Kẻ Cắp Gặp Bà Già,41,0.875,0.677,-3.441,3,0.0467,0.0391,0.611,0.332,0.798,128.015,2021
SugarCrash!,ElyOtto,57,SugarCrash!,1,0.745,0.74,-6.558,0,0.097,0.53,7.37e-05,0.0936,0.36,97.735,2021
Stuck in the Middle,Tai Verdes,70,Stuck in the Middle,0,0.844,0.429,-9.308,2,0.0448,0.574,0.0,0.0949,0.764,119.989,2021
Please Don't Go,Mike Posner,70,31 Minutes to Takeoff,68,0.699,0.882,-3.896,4,0.0311,0.00296,0.0544,0.13,0.657,120.016,2021
